id,site,job_url,job_url_direct,title,company,location,date_posted,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,description,company_industry,company_url,company_logo,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type,city,country,search_date
in-e64b6dde35c6ad39,indeed,https://www.indeed.com/viewjob?jk=e64b6dde35c6ad39,https://jobs.lever.co/kobie/d930533b-3f25-4a2f-b942-e1185fdda326?lever-source=Indeed,Business Intelligence Report Developer,Kobie Marketing,"St. Louis, MO, US",2025-08-29,fulltime,direct_data,yearly,82625.0,107311.0,USD,True,,,,,"**Join a National Top Workplace**

Named a Top Workplace in the USA and Top Remote Workplace, Kobie is where the best minds in loyalty come together, driven by passion and innovation. We’re always looking for talented individuals who are ready to join a collaborative, growth-focused culture. As a partner to some of the world’s most recognized brands, we are leaders in loyalty, helping brands build lasting emotional connections with their consumers.

**Join Us from Anywhere**

While our headquarters are nestled in sunny St. Petersburg, Florida, Kobie embraces a flexible work environment, offering teammates the *freedom to work remotely*. We understand the importance of work-life balance and support our team with:

* Flexible Time Off to recharge when needed
* Nine Company-Wide Holidays
* A diverse suite of benefits prioritizing your growth, development, and personal well-being

Discover more about our perks and benefits here.

Kobie is a values-led organization where we believe that everyone is a leader, regardless of their position or role.

**About the team and what we’ll build together**

Join a collaborative and forward-thinking Data & Analytics team that’s passionate about transforming data into actionable insights. As a Business Intelligence Report Developer, you’ll play a key role in shaping the reporting landscape for multiple large-scale clients. Together, we’ll build scalable, high-quality BI solutions that drive strategic decisions and elevate client experiences. You’ll work closely with data engineers, analysts, and business stakeholders to deliver reporting tools that are not only accurate and efficient, but also intuitive and impactful. This is a great opportunity to contribute to a growing BI ecosystem that values innovation, quality, and continuous improvement.

### **How you will make an impact**

* Design, develop, and maintain reports and dashboards using SSRS and Sigma Analytics.
* Write and optimize SQL queries to support reporting applications in a complex relational database environment.
* Collaborate with the data warehouse team to identify data gaps and opportunities for enhancement.
* Create clear, user-friendly documentation for BI tools and processes.
* Conduct thorough unit testing to ensure accuracy and reliability before QA handoff.
* Manage individual projects independently, delivering on time with minimal oversight.
* Troubleshoot reporting issues quickly and effectively, identifying root causes and implementing solutions.
* Deepen your understanding of loyalty program metrics and contribute to their evolution.

### **What you need to be successful**

* 5+ years of hands-on SQL programming experience.
* 2+ years developing reports in SSRS (version 2008 R2 or later).
* 2+ years building dashboards in tools like Power BI, Tableau, QlikSense, or similar.
* Experience with source control tools (e.g., BitBucket).
* Strong attention to detail and commitment to quality.
* Excellent communication skills—able to engage with clients, developers, and analysts.
* Ability to performance tune SQL queries for efficiency.

Nice to have:

* Bachelor’s degree preferred.
* Familiarity with Snowflake and Star Schema design is a plus.
* Experience applying AI to enhance reporting processes is a bonus.

**Who we are** As a trusted partner, Kobie delivers market-leading, end-to-end loyalty solutions designed to enable customer experiences for the world's most successful brands. We do this with a strategy-led technology approach that uncovers the truth behind what drives consumers on an emotional level. We believe that our team's passion and expertise are the driving forces behind our success and are proud to be named a Top Workplaces in the USA, where the best and brightest in loyalty drive our mission of growing enterprise value through loyalty.

**A place for all** We celebrate and embrace diversity at Kobie!

Employment at Kobie is based solely on an individual's merit and qualifications, which are directly related to professional competence. We do not discriminate against any teammate or applicant because of race,color, religion, gender, sexual orientation, gender identity/expression, national origin, disability, age, genetic information, veteran status, marital status, pregnancy, or any other characteristic protected by applicable law.

We are fiercely committed to fostering a workplace where teammates can bring their authentic selves to work every day. Our DEI initiatives, including various committees, ensure that principles of equity, diversity, and inclusion are deeply ingrained throughout Kobie. While our leadership team fully supports our policy of nondiscrimination and equal opportunity, it is the responsibility of all teammates to uphold these values.

**Ready to join us?** If you’re ready to make an impact and grow in a supportive, innovative environment, we’d love to hear from you. Apply today and join the best and brightest in loyalty!",Internet And Software,https://www.indeed.com/cmp/Kobie-Marketing,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/05926be92c5420980b9925d538ca4014,http://www.kobie.com,"100 2nd Avenue South
Suite 1000
Saint Petersburg, FL 33701",201 to 500,$5M to $25M (USD),"Kobie is a loyalty marketing company that designs, enables, and optimizes customer experiences for many of the world’s most known brands in retail, financial services, and travel + hospitality.",,,,,,,New Delhi,India,2025-09-02
in-9e7adced05b7717f,indeed,https://www.indeed.com/viewjob?jk=9e7adced05b7717f,https://recruiting.adp.com/srccsh/public/RTI.home?r=5001146632206&c=2166501&d=WWTSoftchoice&rb=INDEED&idUnique=5001146632206,Inventory Control Analyst,World Wide Technology,"St. Louis, MO, US",2025-08-29,fulltime,direct_data,yearly,35000.0,44000.0,USD,False,,,,,"**QUALIFICATIONS:**

* Knowledge of processes for receiving, shipping and warehousing materials
* Standard shift hours (7AM-4PM) are generally observed, and the job may include voluntary or mandatory overtime
* Ability to operate a Powered Industrial Truck (PIT), hand truck, pallet jack, and other warehouse equipment
* Ability to operate a box truck
* Ability to lift 50 pounds
* Strong written and verbal communication skills.
* Strong MS office skills (Excel, Powerpoint, Outlook, etc).
* Ability to work in a face-paced and deadline-driven environment
* Strong problem-solving capabilities in complex customer delivery challenges
* Ability to obtain appropriate Class C or Class E license and Forklift certification within 120 days of start date
* This role will be expected to work in a non climate-controlled environment
* Walk Ups and Direct Messages regarding tasks are common

**REQUIREMENTS:**

* A minimum of 1 year progressive experience in a related field
* Illinois Residents - Class C Drivers License (Non CDL)
* Missouri Resident - Class E Drivers License

**Want to learn more about****the ATC****? Check us out on our platform:**

https://www.wwt.com/corporate/who-we-are/overview#atc

Certain states and localities require employers to post a reasonable estimate of salary range. A reasonable estimate of the current base pay range for this position is $35,000.00 to $44,000.00 annually. Actual salary will be based on a variety of factors, including shift, location, experience, skill set, performance, licensure and certification, and business needs. The range for this position in other geographic locations may differ. Certain positions may also be eligible for variable incentive compensation, such as bonuses or commissions, that is not included in the base pay.

The well-being of WWT employees is essential. So, when it comes to our benefits package, WWT has one of the best. We offer the following benefits to all full-time employees:

* Health and Wellbeing: Heath, Dental, and Vision Care, Onsite Health Centers, Employee Assistance Program, Wellness program

* Financial Benefits: Competitive pay, Profit Sharing, 401k Plan with Company Matching, Life and Disability Insurance, Tuition Reimbursement

* Paid Time Off: PTO and Sick Leave (starting at 20 days per year) & Holidays (10 per year), Parental Leave, Military Leave, Bereavement

* Additional Perks: Nursing Mothers Benefits, Voluntary Legal, Pet Insurance, Employee Discount Program

We strive to create an environment where all employees are empowered to succeed based on their skills, performance, and dedication. Our goal is to cultivate a culture of belonging that encourages innovation, collaboration, and respect for all team members, ensuring that WWT remains a great place to work for All!

Requirements:

**Inventory Control Analyst**

**Why WWT?**

Founded in 1990, World Wide Technology (WWT), a global technology solutions provider leading the AI and Digital Revolution, with $20 billion in annual revenue, combines the power of strategy, execution and partnership to accelerate digital transformational outcomes for large public and private organizations around the world. Through its Advanced Technology Center, a collaborative ecosystem of the world's most advanced hardware and software solutions, WWT helps customers and partners conceptualize, test and validate innovative technology solutions for the best business outcomes and then deploys them at scale through its global warehousing, distribution and integration capabilities.

With over 10,000 employees and more than 55 locations around the world, WWT's culture, built on a set of core values and established leadership philosophies, has been recognized 13 years in a row by Fortune and Great Place to Work® for its unique blend of determination, innovation and creating a great place to work for all.

Want to work with highly motivated individuals on high-performance teams? Join WWT today!

**What is** **the ATC****?**

Our Advanced Technology Center (ATC) is like no other testing and research lab. We call it an ecosystem that is front ended by our WWT Platform (Website). It's the place engineers and architects go for exclusive resources, guidance and tools. In the ATC, we provide Labs, Learning Paths, Cyber Range, Proof of Concepts, Lab Hosting Programs, and WWT Research. These offerings are meant for our Customers, Partners, and Internal Employees who need training and education on the latest and greatest solutions across all technology domains.

What will you be doing?

The ATC Inventory analyst will ship, receive, transfer and store assets for the ATC. They directly support all ATC teams that require physical assets.

**RESPONSIBILITIES:**

* Executes processes for receiving, shipping and warehousing materials for the ATC in a non-climate controlled environment
* Utilizes knowledge of safety and best practices while operating equipment such as Powered Industrial Trucks (PIT) and Box Trucks
* Use multiple applications to reply, update, and manage requests and complete processes promptly
* Supports ATC Lab teams, DC Operations, project managers, vendors, etc. with asset questions, audits and transfers
* Evaluate, update, and maintain the accuracy and integrity of ATC asset data
* Balance several tasks and priorities simultaneously and seek guidance when necessary.
* Complete physical audits of assets, non-assets, and consumable items
* Suggest process improvements to help support the strategic vision of the ATC
* Promote and maintain a clean, safe and organized work area Regularly communicate with internal and external customers via direct messages, emails and ticketing systems.",,https://www.indeed.com/cmp/World-Wide-Technology,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/4caad400d6a821de3d0cbb7c15e3eec4,https://www.wwt.com,"Maryland Heights, MO","10,000+",more than $10B (USD),"We look at the entire process, from beginning to end, by delivering both strategy and execution, acting as a bridge between business & technology, and blurring the lines between the physical & digital",,,,,,,New Delhi,India,2025-09-02
in-35f447bcf2aada51,indeed,https://www.indeed.com/viewjob?jk=35f447bcf2aada51,https://careers.equifax.com/en/jobs/j00170069/senior-software-ml-engineer/,Senior Software/ML Engineer,Equifax,"St. Louis, MO, US",2025-08-28,fulltime,direct_data,yearly,126846.0,155474.0,USD,False,,,,,"Equifax is seeking creative, high-energy and driven **software engineers** with hands-on development skills to work on a variety of meaningful projects. Our software engineering positions provide you the opportunity to join a team of talented engineers working with leading-edge technology. You are ideal for this position if you are a forward-thinking, committed, and enthusiastic software engineer who is passionate about technology.

**This role requires being in the office 3 days/week on Tues - Thurs.**

**This position does not offer immigration sponsorship (current or future) including F-1 STEM OPT extension support.**

**What you’ll do**

* Demonstrate a deep understanding of cloud native, distributed micro service based architectures
* Deliver solutions for complex business problems through software standard SDLC
* Build strong relationships with both internal and external stakeholders including product, business and sales partners
* Demonstrate excellent communication skills with the ability to both simplify complex problems and also dive deeper if needed
* Build and manage strong technical teams that deliver complex software solutions that scale
* Manage teams with cross functional skills that include software, quality, reliability engineers, project managers and scrum masters
* Provide deep troubleshooting skills with the ability to lead and solve production and customer issues under pressure
* Leverage strong experience in full stack software development and public cloud like GCP and AWS
* Mentor, coach and develop junior and senior software, quality and reliability engineers
* Lead with a data/metrics driven mindset with a maniacal focus towards optimizing and creating efficient solutions
* Ensure compliance with EFX secure software development guidelines and best practices and responsible for meeting and maintaining QE, DevSec, and FinOps KPIs
* Define, maintain and report SLA, SLO, SLIs meeting EFX engineering standards in partnership with the product, engineering and architecture teams
* Collaborate with architects, SRE leads and other technical leadership on strategic technical direction, guidelines, and best practices
* Drive up-to-date technical documentation including support, end user documentation and run books
* Lead Sprint planning, Sprint Retrospectives, and other team activity
* Responsible for implementation architecture decision making associated with Product features/stories, refactoring work, and EOSL decisions
* Create and deliver technical presentations to internal and external technical and non-technical stakeholders communicating with clarity and precision, and present complex information in a concise format that is audience appropriate

**What experience you need**

* Bachelor's degree or equivalent experience; a Master's Degree is preferred, especially with AI/ML coursework.
* 7+ years of software engineering experience, with a proven track record of writing, debugging, and troubleshooting code with high proficiency in Python. Experience with Django, TypeScript/JavaScript, HTML, and CSS is also valuable.
* 7+ years of experience with Cloud technology, specifically GCP and AWS.
* 7+ years of experience designing and developing cloud-native solutions and microservices using Python, GCP SDKs, and GKE/Kubernetes.
* 3+ years of experience with end-to-end development of ML models, from ideation to deployment, ensuring best practices, scalability, and reliability.
* Demonstrable experience working programmatically with various Data Engineering tool APIs in cloud environments, including:

  + Google Cloud Platform (GCP): Dataflow, Composer, BigQuery, Pub/Sub, Vertex AI
* Amazon Web Services (AWS): Glue, Kinesis, Redshift

**What could set you apart**

* You're a self-starter who can identify and respond to priority shifts with minimal supervision.
* You possess strong communication and presentation skills.
* You demonstrate strong leadership qualities, along with proven problem-solving skills and the ability to mentor and guide individuals to increase their skills.
* Strong expertise in Generative AI (GenAI), including:

  + A natural curiosity for domain knowledge of the business practices the AI/ML project is trying to solve.
  + Experience with popular GenAI models such as Gemini, ChatGPT, GROK, Claude, Llama, etc.
  + Experience using GenAI to accelerate development, generating documentation, and processing complex data for analysis
  + Experience creating and deploying AI agents to production environments.
  + Proven ability to develop multi-agent workflow-based, self-reflective, RAG, reactive, and tools agents.
  + A strong understanding of security in AI and responsible AI practices.
  + Strong familiarity with MLOps principles and practices, including automated training, deployment, and monitoring of models in production.
* Hands-on experience with Cloud ML/AI suite of tools

  + Google Cloud Platform (GCP): Gemini, Vertex AI Platform & Notebooks, Vision AI, Document AI, and BigQuery ML.
* Cloud Certification strongly preferred, particularly Google Cloud Platform (e.g., Professional Machine Learning Engineer, Professional Data Engineer) or AWS (e.g., Machine Learning Specialty, Data Analytics Specialty).
* Experience creating and maintaining product and software roadmaps.
* Experience working in a highly regulated environment.
* Experience working in Agile environments (e.g., Scrum, XP).
* Familiarity with relational databases such as PostgreSQL and SQL Server.
* Experience with Atlassian tooling (e.g., JIRA, Confluence, and GitHub).
* Proficiency with source code control management systems (e.g., SVN/Git, GitHub) and build tools like Maven & Gradle.

#LI-ES1

#LI-Hybrid",,https://www.indeed.com/cmp/Equifax,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/efbb17d048a8f4cdb03c50fa792982ce,https://careers.equifax.com/,"Atlanta, GA","10,000+",$1B to $5B (USD),"Our dedicated team of 14,000 people around the world is united by a singular purpose: helping people live their financial best.",,,,,,,New Delhi,India,2025-09-02
in-df85627350b6fb1c,indeed,https://www.indeed.com/viewjob?jk=df85627350b6fb1c,https://jobs.spectrum.com/job/-/-/4673/85532690528,Software Engineer III,Spectrum,"Maryland Heights, MO, US",2025-08-28,fulltime,,,,,,True,,,,,"**This role requires the ability to work lawfully in the U.S. without employment-based immigration sponsorship, now or in the future.**

**Company Overview**  
Spectrum’s Product and Technology team creates, develops, and operates the nation’s fastest mobile service, most reliable internet service, most viewed live TV app, and the most advanced WiFi. We are transforming the next era of connectivity and entertainment experiences. The diversity of experience available within Spectrum’s Product and Technology team is unmatched and there are opportunities to grow your career as a designer, architect, engineer, developer, operator, or data scientist. We are creative, disciplined, hard-working, complex problem solvers that believe in collaborating to deliver the highest quality customer experience.

Are you ready to collaborate with technical teams to develop software solutions that leverage prevailing technologies and enhance customer experience?

**BE A PART OF THE CONNECTION**

As a **Software Engineer IV**, within SET Tech Mobile, you will develop and implement software systems supporting business initiatives, leveraging your expertise in Java, AWS, Kubernetes, and CI/CD. Collaborate in a Scrum environment, ensuring SDLC best practices, and be part of a team developing API Gateway and authentication rules for Spectrum applications. You will have the opportunity to provide secure, scalable solutions and custom traffic management, solving complex problems with innovative simplicity. Join us to bring new technologies and processes together, while supporting our internal clients and staying ahead of tech trends.

**WHAT OUR SOFTWARE ENGINEER III'S ENJOY MOST**

* Design and implement functionality that is performant with limited oversight , following best practices and approved code patterns
* Apply object oriented and computer science fundamental principles to coding tasks
* Understand and apply different SDLC processes, particularly Agile and Scrum; participate fully in Scrum rituals
* Understand and apply technology security and industry regulatory and legal compliance considerations
* Create and execute test plans and ensure code coverage based on defects raised in code reviews
* Provide an LOE on a project/feature level
* Develop software independently and write testable code
* Contribute to technical requirements design documents
* Collaborate with other team members to identify and solve technical problems
* Respond to customer inquiries around the behavior of the developed software
* Develop and maintain technical documentation
* Ensure legal, regulatory, process, and security compliance of the code contributed to their application

**What You’ll Bring to Spectrum**

*Required Qualifications*

* **Education:**
  + Bachelor’s degree in Information Technology, Computer Science, related field or equivalent combination of education and experience
* **Experience:**
  + 1+ years of experience in database management systems
  + 1+ years of experience in coding, testing and designing software
  + 1+ years of experience in software development methodologies
* **Skills:**
  + Ability to read, write, speak and understand English
  + Demonstrated knowledge of one major programming language/tool, coding language and syntax, usage of functions and object-oriented patterns
  + Knowledge of environments, docker images, container runtimes, cloud native app development, design patterns and frameworks
  + Knowledge of dependent systems, e.g., up/downstream APIs, clients, data stores, CI/CD Pipelines
  + Ability to work on problems of moderate scope where analysis of situations or data requires a review of a variety of factors
  + Exercises judgment within defined procedures and practices to determine appropriate action
  + Ability to apply company policies and procedures to resolve a variety of issues
  + Ability to work under general instructions on routine work, detailed instructions on new projects or assignments and break down assigned projects into manageable tasks and completes within a given timeframe
  + Ability to multi-task and prioritize effectively without oversight
  + Showcases project/feature level work to their team and technical leadership
  + Basic negotiation skills
* **Travel Ability:**
  + Office Environment
* **Schedule:**
  + Full Time
  + This position is eligible to work in a hybrid work model (combination of in-office and
      
    remote days)

***Preferred Qualifications***

**Experience:**

* **Experience in Java and related frameworks**
* **Deep understanding of Spring**
* **API Gateway experience a plus**
* **Experience in cloud native design and development required (AWS preferred)**
* **Experience with microservices architecture design and implementation**
* **Exposure to or hands-on experience with AI/ML technologies**

**SPECTRUM CONNECTS YOU TO MORE**

  

* Innovative Tools & Tech: Work with high-performing software and applications on the forefront of the digital telecommunications industry
* Dynamic Growth: The growth of our industry and evolving technology will power your career as you move up or around the company
* Supportive Teams: Who you are matters here. And, we aim to foster an inclusive workplace
    
  where every person is empowered to bring their best ideas.
* Total Rewards: See all the ways we invest in you—at work and in life
    
  Apply now, connect a friend to this opportunity or sign up for job alerts!

  
ESW342 2025-59958 2025
  
  
Here, our employees don’t just have jobs, they're building careers. That’s why we offer a comprehensive pay and benefits package that rewards employees for their contributions to our success, supporting all aspects of their well-being at every stage of life.  
  
  
  
A qualified applicant’s criminal history, if any, will be considered in a manner consistent with applicable laws, including local ordinances.  
  
**Get to Know Us** Charter Communications is known by our Spectrum products and services, including: Spectrum Internet®, TV, Mobile and Voice, Spectrum Networks, Spectrum Business and Spectrum Reach. When you join our team, you’ll be keeping our customers connected to what matters most in 41 states across the U.S. Watch this video to learn more.  
  
**Grow Your Career Here** We’re committed to growing a workforce that reflects the customers and communities we serve – providing opportunities for employment and advancement to all team members. Spectrum is an Equal Opportunity Employer, including job seekers with disabilities and veterans. Learn about Life at Spectrum.",,https://www.indeed.com/cmp/Spectrum-1,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/55fcd6de7fe99d80bf63d85d86c5b8aa,http://jobs.spectrum.com,"Stamford, CT","10,000+",more than $10B (USD),"Spectrum is the nation’s fastest-growing TV, Internet and Voice company, with over 100,000 employees country-wide.",,,,,,,New Delhi,India,2025-09-02
in-e5b5fd2410a4334c,indeed,https://www.indeed.com/viewjob?jk=e5b5fd2410a4334c,https://jobs.spectrum.com/job/-/-/4673/85532690432,Software Engineer IV,Spectrum,"Maryland Heights, MO, US",2025-08-28,fulltime,,,,,,True,,,,,"**This role requires the ability to work lawfully in the U.S. without employment-based immigration sponsorship, now or in the future.**

**Company Overview**

Spectrum’s Product and Technology team creates, develops, and operates the nation’s fastest mobile service, most reliable internet service, most viewed live TV app, and the most advanced WiFi. We are transforming the next era of connectivity and entertainment experiences. The diversity of experience available within Spectrum’s Product and Technology team is unmatched and there are opportunities to grow your career as a designer, architect, engineer, developer, operator, or data scientist. We are creative, disciplined, hard-working, complex problem solvers that believe in collaborating to deliver the highest quality customer experience

Are you ready to revolutionize technology use at Spectrum to create innovative solutions that enhance customer experiences?

**BE A PART OF THE CONNECTION**

As a **Software Engineer IV**, within SET Tech Mobile, you will develop and implement software systems supporting business initiatives, leveraging your expertise in Java, AWS, Kubernetes, and CI/CD. Collaborate in a Scrum environment, ensuring SDLC best practices, and be part of a team developing API Gateway and authentication rules for Spectrum applications. You will have the opportunity to provide secure, scalable solutions and custom traffic management, solving complex problems with innovative simplicity. Join us to bring new technologies and processes together, while supporting our internal clients and staying ahead of tech trends.

**WHAT OUR SOFTWARE ENGINEER IV'S ENJOY MOST**

* Design and implement new functionality that is testable and performant with limited oversight and guidance following best practices and approved code patterns
* Operate within the various elements of Spectrum’s applicable technical systems and the impacts of their work on the organization’s outcomes
* Understand and apply different SDLC processes, particularly Agile and Scrum; participates fully in Scrum rituals
* Understand and apply applicable technology security and industry regulatory and legal compliance considerations
* Identify fixes to defects raised and system integration issues
* Lead code review, debugging, and testing of software applications.
* Provide an LOE on a project/feature level
* Develop software independently and write testable and performant code
* Develop technical requirements and technical design documents
* Support major deployments and resolve critical deployment issues
* Collaborate with other team members to identify and solve technical problems
* Respond to customer inquiries around the behavior of the developed software
* Mentor Software Developer I and Software Developer IIs

**What You’ll Bring to Spectrum**

*Required Qualifications*

* **Education:**
  + BA/BS in Information Technology, Computer Science, or related field or equivalent combination of education and experience
* **Experience:**
  + 2+ years database management systems
  + 2+ years coding, testing, and designing software
  + 2+ years software development methodologies
* **Skills:**
  + Demonstrated knowledge of one major programming language/tool, coding language and syntax, usage of functions and object-oriented patterns
  + Demonstrated knowledge of environments, docker images, container runtimes, cloud native app development, dependent systems, up/downstream APIs, clients, data stores, design patterns, and software architecture patterns
  + Exercise judgment within defined procedures and practices to determine appropriate action
  + Functional negotiation skills
  + Showcases project/feature level work to their team and senior technical leadership
  + Ability to read, write, speak and understand English
  + Ability to apply company policies and procedures to resolve a variety of issues
  + Ability to break down assigned projects into manageable tasks and completes within a given timeframe
  + Ability to work on problems of moderate scope where analysis of situations or data requires a review of a variety of factors
* **Travel Ability:**
  + Office Environment
* **Schedule:**
  + Full Time
  + This position is eligible to work in a hybrid work model (combination of in-office and remote days)

***Preferred Qualifications***

* **Experience:**
* + **Experience in Java and related frameworks**
  + **Deep understanding of Spring**
  + **API Gateway experience a plus**
  + **Experience in cloud native design and development required (AWS preferred)**
  + **Experience with microservices architecture design and implementation**
  + **Hands-on experience with Kafka, or other messaging/streaming platforms**
  + **Exposure to** **or hands-on experience with AI/ML technologies**

**SPECTRUM CONNECTS YOU TO MORE**

* **Innovative Tools & Tech:** Work with high-performing software and applications on the forefront of the digital telecommunications industry
* **Dynamic Growth:** The growth of our industry and evolving technology will power your career as you move up or around the company
* **Supportive Teams:** Who you are matters here. And, we aim to foster an inclusive workplace
    
  where every person is empowered to bring their best ideas.
* **Total Rewards:** See all the ways we invest in you—at work and in life

Apply now, connect a friend to this opportunity or sign up for job alerts!

  
ESW343 2025-59959 2025
  
  
Here, our employees don’t just have jobs, they're building careers. That’s why we offer a comprehensive pay and benefits package that rewards employees for their contributions to our success, supporting all aspects of their well-being at every stage of life.  
  
  
  
A qualified applicant’s criminal history, if any, will be considered in a manner consistent with applicable laws, including local ordinances.  
  
**Get to Know Us** Charter Communications is known by our Spectrum products and services, including: Spectrum Internet®, TV, Mobile and Voice, Spectrum Networks, Spectrum Business and Spectrum Reach. When you join our team, you’ll be keeping our customers connected to what matters most in 41 states across the U.S. Watch this video to learn more.  
  
**Grow Your Career Here** We’re committed to growing a workforce that reflects the customers and communities we serve – providing opportunities for employment and advancement to all team members. Spectrum is an Equal Opportunity Employer, including job seekers with disabilities and veterans. Learn about Life at Spectrum.",,https://www.indeed.com/cmp/Spectrum-1,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/55fcd6de7fe99d80bf63d85d86c5b8aa,http://jobs.spectrum.com,"Stamford, CT","10,000+",more than $10B (USD),"Spectrum is the nation’s fastest-growing TV, Internet and Voice company, with over 100,000 employees country-wide.",,,,,,,New Delhi,India,2025-09-02
li-4293067536,linkedin,https://www.linkedin.com/jobs/view/4293067536,,AI Associate Engineer - Fresh Graduate,Lenovo,,2025-08-30,,,,,,,False,,,,,,,https://www.linkedin.com/company/lenovo,,,,,,,,,,,,,Kuala Lumpur,Malaysia,2025-09-02
li-4273057579,linkedin,https://www.linkedin.com/jobs/view/4273057579,,"AI Engineer (Python, Gen AI)",DHL,"Cyberjaya, Selangor, Malaysia",2025-08-19,,,,,,,False,,,,,,,https://de.linkedin.com/company/dhl,,,,,,,,,,,,,Kuala Lumpur,Malaysia,2025-09-02
li-4273224457,linkedin,https://www.linkedin.com/jobs/view/4273224457,,AI Associate Engineer,Lenovo,"Petaling Jaya, Selangor, Malaysia",2025-08-18,,,,,,,False,,,,,,,https://www.linkedin.com/company/lenovo,,,,,,,,,,,,,Kuala Lumpur,Malaysia,2025-09-02
li-4263196237,linkedin,https://www.linkedin.com/jobs/view/4263196237,,"AI Engineer (Python, Gen AI)",DHL,"Cyberjaya, Selangor, Malaysia",2025-08-06,,,,,,,False,,,,,,,https://de.linkedin.com/company/dhl,,,,,,,,,,,,,Kuala Lumpur,Malaysia,2025-09-02
li-4272014170,linkedin,https://www.linkedin.com/jobs/view/4272014170,,AI Developer (Malaysia),Azeus Systems Limited,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",2025-07-25,,,,,,,False,,,,,,,https://sg.linkedin.com/company/azeus-systems-ltd,,,,,,,,,,,,,Kuala Lumpur,Malaysia,2025-09-02
li-4154038205,linkedin,https://www.linkedin.com/jobs/view/4154038205,,JUNIOR AI ENGINEER,AvePoint,"Hanoi, Hanoi, Vietnam",2025-08-31,,,,,,,False,,,,,,,https://www.linkedin.com/company/avepoint,,,,,,,,,,,,,Hanoi,Vietnam,2025-09-02
li-4286786171,linkedin,https://www.linkedin.com/jobs/view/4286786171,,Artificial Intelligence Engineer (Saudi - relocation support is provided),Discovered MENA,"Hanoi, Hanoi, Vietnam",2025-08-22,,,,,,,False,,,,,,,https://ae.linkedin.com/company/discovered-mena,,,,,,,,,,,,,Hanoi,Vietnam,2025-09-02
li-4287342013,linkedin,https://www.linkedin.com/jobs/view/4287342013,,AI/ML Engineer,CMC CONSULTING,"Hanoi, Hanoi, Vietnam",2025-08-18,,,,,,,False,,,,,,,https://vn.linkedin.com/company/cmcconsulting,,,,,,,,,,,,,Hanoi,Vietnam,2025-09-02
li-4234095305,linkedin,https://www.linkedin.com/jobs/view/4234095305,,AI Engineer (Model Inference),FPT Smart Cloud,"Hanoi, Hanoi, Vietnam",2025-05-21,,,,,,,False,,,,,,,https://vn.linkedin.com/company/fptsmartcloud,,,,,,,,,,,,,Hanoi,Vietnam,2025-09-02
li-4230064518,linkedin,https://www.linkedin.com/jobs/view/4230064518,,Python Developer - ML/AI Focus,"SOTATEK., JSC","Quận Cầu Giấy, Hanoi, Vietnam",2025-05-14,,,,,,,False,,,,,,,https://vn.linkedin.com/company/sota-tek,,,,,,,,,,,,,Hanoi,Vietnam,2025-09-02
li-4290382143,linkedin,https://www.linkedin.com/jobs/view/4290382143,,Data Scientist - Business & Sales Analytics - For Advanced Chemical Industries PLC (ACI) - Job ID : 1400372,Bdjobs.com,"Dhaka, Bangladesh",2025-08-28,,,,,,,False,,,,,,,https://bd.linkedin.com/company/mybdjobs,,,,,,,,,,,,,Dhaka,Bangladesh,2025-09-02
li-4288856991,linkedin,https://www.linkedin.com/jobs/view/4288856991,,AI / Tech Engineer - For RACO - Job ID - 1398965,Bdjobs.com,"Uttara, Dhaka, Bangladesh",2025-08-26,,,,,,,False,,,,,,,https://bd.linkedin.com/company/mybdjobs,,,,,,,,,,,,,Dhaka,Bangladesh,2025-09-02
li-4284771539,linkedin,https://www.linkedin.com/jobs/view/4284771539,,Data Scientist - For Gildan-G.A.B. Limited - Job ID : 1395174,Bdjobs.com,"Gulshan, Dhaka, Bangladesh",2025-08-18,,,,,,,False,,,,,,,https://bd.linkedin.com/company/mybdjobs,,,,,,,,,,,,,Dhaka,Bangladesh,2025-09-02
li-4285604180,linkedin,https://www.linkedin.com/jobs/view/4285604180,,Software Engineer (AI Engineer),Optimizely,"Dhaka, Dhaka, Bangladesh",2025-08-14,,,,,,,False,,,,,,,https://www.linkedin.com/company/optimizely,,,,,,,,,,,,,Dhaka,Bangladesh,2025-09-02
li-4281256311,linkedin,https://www.linkedin.com/jobs/view/4281256311,,Data Scientist,Gildan,"Gulshan, Dhaka, Bangladesh",2025-08-12,,,,,,,False,,,,,,,https://ca.linkedin.com/company/gildan,,,,,,,,,,,,,Dhaka,Bangladesh,2025-09-02
